title,year,budget,gross,duration,classification,votes,rating,language,country,cast_total_facebook_likes,action,adventure,fantasy,sci_fi,thriller,romance,comedy,other,drama,crime
The Chronicles of Riddick ,2004,105000000,57637485,134,12A,183909,6.7,English,USA,17159,1,1,0,1,1,0,0,0,0,0
RoboCop ,2014,100000000,58607007,117,12A,182899,6.2,English,USA,14161,1,0,0,1,1,0,0,0,0,1
Speed Racer ,2008,120000000,43929341,135,PG,57873,6.1,English,USA,902,1,0,0,0,0,0,0,1,0,0
How Do You Know ,2010,120000000,30212620,121,12A,35066,5.3,English,USA,993,0,0,0,0,0,1,1,0,1,0
Knight and Day ,2010,117000000,76418654,117,12A,148280,6.3,English,USA,12731,1,0,0,0,0,1,1,0,0,0
Oblivion ,2013,120000000,89021735,124,12A,387436,7,English,USA,22004,1,1,0,1,0,0,0,1,0,0
Star Wars: Episode III - Revenge of the Sith ,2005,113000000,380262555,140,12A,520104,7.6,English,USA,44042,1,1,1,1,0,0,0,0,0,0
Star Wars: Episode II - Attack of the Clones ,2002,115000000,310675583,142,PG,464310,6.7,English,USA,42990,1,1,1,1,0,0,0,0,0,0
"Monsters, Inc. ",2001,115000000,289907418,92,U,585659,8.1,English,USA,15013,0,1,1,0,0,0,1,1,0,0
The Wolverine ,2013,120000000,132550960,138,12A,328067,6.7,English,USA,23755,1,1,0,1,1,0,0,0,0,0
Star Wars: Episode I - The Phantom Menace ,1999,115000000,474544677,136,PG,534658,6.5,English,USA,37723,1,1,1,1,0,0,0,0,0,0
The Croods ,2013,135000000,187165546,98,PG,150618,7.3,English,USA,43286,0,1,1,0,0,0,1,1,0,0
Windtalkers ,2002,115000000,40911830,153,15,55994,6,English,USA,15046,1,0,0,0,0,0,0,1,1,0
The Huntsman: Winter's War ,2016,115000000,47952020,120,12A,37750,6.1,English,USA,46719,1,1,1,0,0,0,0,0,1,0
Teenage Mutant Ninja Turtles ,2014,125000000,190871240,101,12A,167085,5.9,English,USA,2690,1,1,0,1,0,0,1,0,0,0
Gravity ,2013,100000000,274084951,91,12A,582917,7.8,English,UK,87,0,1,0,1,1,0,0,0,1,0
Dante's Peak ,1997,116000000,67155742,108,12A,62271,5.8,English,USA,1569,1,1,0,0,1,0,0,0,0,0
Teenage Mutant Ninja Turtles: Out of the Shadows ,2016,135000000,81638674,112,12A,17533,6.3,English,USA,8306,1,1,0,1,0,0,1,0,0,0
Fantastic Four ,2015,120000000,56114221,100,12A,110486,4.3,English,USA,1261,1,1,0,1,0,0,0,0,0,0
Night at the Museum ,2006,110000000,250863268,108,PG,234480,6.4,English,USA,55486,1,1,1,0,0,0,1,1,0,0
San Andreas ,2015,110000000,155181732,114,12A,147497,6.1,English,USA,16718,1,1,0,0,1,0,0,0,1,0
Tomorrow Never Dies ,1997,110000000,125332007,119,12A,149680,6.5,English,UK,2958,1,1,0,0,1,0,0,0,0,0
The Patriot ,2000,110000000,113330342,142,15,207613,7.1,English,USA,19454,1,0,0,0,0,0,0,1,1,0
Ocean's Twelve ,2004,110000000,125531634,125,12A,284852,6.4,English,USA,19359,0,0,0,0,1,0,0,0,0,1
Mr. & Mrs. Smith ,2005,120000000,186336103,126,12A,348861,6.5,English,USA,22722,1,0,0,0,1,1,1,0,0,1
Insurgent ,2015,110000000,129995817,119,12A,154621,6.3,English,USA,22622,0,1,0,1,1,0,0,0,0,0
The Aviator ,2004,110000000,102608827,170,12A,264318,7.5,English,USA,34582,0,0,0,0,0,0,0,1,1,0
Gulliver's Travels ,2010,112000000,42776259,85,PG,53160,4.9,English,USA,1173,0,1,1,0,0,0,1,1,0,0
The Green Hornet ,2011,120000000,98780042,119,12A,136019,5.8,English,USA,13391,1,0,0,1,1,0,1,0,0,1
300: Rise of an Empire ,2014,110000000,106369117,102,15,225273,6.2,English,USA,10583,1,0,1,0,0,0,0,1,1,0
The Smurfs ,2011,110000000,142614158,103,PG,66593,5.5,English,USA,692,0,1,1,0,0,0,1,1,0,0
Home on the Range ,2004,110000000,50026353,76,PG,13581,5.4,English,USA,13607,0,0,0,0,0,0,1,1,0,0
Allegiant ,2016,110000000,66002193,120,12A,44296,5.8,English,USA,12452,1,1,0,1,1,0,0,1,0,0
Real Steel ,2011,110000000,85463309,127,12A,254841,7.1,English,USA,22254,1,0,0,1,0,0,0,1,1,0
The Smurfs 2 ,2013,105000000,71017784,105,PG,27257,5.4,English,USA,914,0,1,1,0,0,0,1,1,0,0
Speed 2: Cruise Control ,1997,160000000,48068396,121,12A,60573,3.7,English,USA,2027,1,0,0,0,1,1,0,0,0,1
Ender's Game ,2013,110000000,61656849,114,12A,184561,6.7,English,USA,12908,1,0,0,1,0,0,0,0,0,0
Live Free or Die Hard ,2007,110000000,134520804,129,12A,336235,7.2,English,USA,13961,1,1,0,0,1,0,0,0,0,0
The Lord of the Rings: The Fellowship of the Ring ,2001,93000000,313837577,171,12A,1238746,8.8,English,New Zealand,22342,1,1,1,0,0,0,0,0,1,0
Around the World in 80 Days ,2004,110000000,24004159,120,PG,68720,5.8,English,USA,3175,1,1,0,0,0,0,1,0,0,0
Ali ,2001,107000000,58183966,165,15,79186,6.8,English,USA,14196,0,0,0,0,0,0,0,1,1,0
The Cat in the Hat ,2003,109000000,100446895,82,PG,36033,3.8,English,USA,2762,0,1,1,0,0,0,1,1,0,0
"I, Robot ",2004,120000000,144795350,115,12A,387632,7.1,English,USA,12068,1,0,0,1,1,0,0,1,0,0
Kingdom of Heaven ,2005,130000000,47396698,194,15,217373,7.2,English,USA,19600,1,1,0,0,0,0,0,1,1,0
Stuart Little ,1999,133000000,140015224,84,PG,94172,5.9,English,Germany,3382,0,1,1,0,0,0,1,1,0,0
The Princess and the Frog ,2009,105000000,104374107,97,U,89351,7.1,English,USA,2480,0,0,1,0,0,1,0,1,0,0
The Martian ,2015,108000000,228430993,151,12A,472488,8.1,English,USA,14831,0,1,0,1,0,0,0,0,1,0
The Island ,2005,126000000,35799026,136,12A,263329,6.9,English,USA,34839,1,1,0,1,1,1,0,0,0,0
Gone in Sixty Seconds ,2000,90000000,101643008,127,12A,218341,6.5,English,USA,29069,1,0,0,0,1,0,0,0,0,1
Gladiator ,2000,103000000,187670866,171,15,982637,8.5,English,USA,6521,1,0,0,0,0,1,0,0,1,0
Minority Report ,2002,102000000,132014112,145,12A,399651,7.7,English,USA,12546,1,0,0,1,1,0,0,1,0,0
Harry Potter and the Chamber of Secrets ,2002,100000000,261970615,174,PG,387616,7.4,English,UK,35672,0,1,1,0,0,0,0,1,0,0
Casino Royale ,2006,150000000,167007184,144,12A,470483,8,English,UK,9125,1,1,0,0,1,0,0,0,0,0
Planet of the Apes ,2001,100000000,180011740,119,12A,177725,5.7,English,USA,2776,1,1,0,1,1,0,0,0,0,0
Terminator 2: Judgment Day ,1991,102000000,204843350,153,15,744891,8.5,English,USA,2829,1,0,0,1,0,0,0,0,0,0
Public Enemies ,2009,100000000,97030725,140,15,230931,7,English,USA,64599,0,0,0,0,0,1,0,1,1,1
American Gangster ,2007,100000000,130127620,176,15,324671,7.8,English,USA,20354,0,0,0,0,0,0,0,1,1,1
True Lies ,1994,115000000,146282411,141,15,190439,7.2,English,USA,4528,1,0,0,0,1,0,1,0,0,0
The Taking of Pelham 1 2 3 ,2009,100000000,65452312,106,15,149998,6.4,English,USA,19906,1,0,0,0,1,0,0,0,0,1
Little Fockers ,2010,100000000,148383780,98,12A,85531,5.5,English,USA,24082,0,0,0,0,0,1,1,0,0,0
The Other Guys ,2010,100000000,119219978,116,12A,189806,6.7,English,USA,20233,1,0,0,0,0,0,1,0,0,1
Eraser ,1996,100000000,101228120,115,15,84424,6.1,English,USA,3454,1,0,0,0,1,0,0,1,1,0
Django Unchained ,2012,100000000,162804648,165,15,955174,8.5,English,USA,40978,0,0,0,0,0,0,0,1,1,0
The Hunchback of Notre Dame ,1996,100000000,100117603,91,U,102933,6.9,English,USA,4842,0,0,0,0,0,1,0,1,1,0
The Emperor's New Groove ,2000,100000000,89296573,78,U,128285,7.3,English,USA,2039,0,1,1,0,0,0,1,1,0,0
The Expendables 2 ,2012,92000000,85017401,103,15,246803,6.7,English,USA,57881,1,1,0,0,1,0,0,0,0,0
National Treasure ,2004,100000000,173005002,131,PG,255447,6.9,English,USA,13679,1,1,0,0,0,0,1,1,0,0
Eragon ,2006,100000000,75030163,104,PG,108076,5.1,English,USA,4487,1,1,1,0,0,0,0,1,0,0
Where the Wild Things Are ,2009,100000000,77222184,101,PG,87677,6.8,English,Germany,1738,0,1,1,0,0,0,0,1,1,0
Pan ,2015,150000000,34964818,111,PG,39956,5.8,English,USA,21393,0,1,1,0,0,0,0,1,0,0
Epic ,2013,100000000,107515297,102,PG,85833,6.7,English,USA,14552,0,1,1,0,0,0,0,1,0,0
The Tourist ,2010,100000000,67631157,103,12A,176598,6,English,USA,55175,1,0,0,0,1,1,0,0,0,0
End of Days ,1999,83000000,66862068,121,15,89509,5.7,English,USA,3903,1,0,1,0,0,0,0,1,0,0
Blood Diamond ,2006,100000000,57366262,143,15,400292,8,English,Germany,33160,0,1,0,0,1,0,0,0,1,0
The Wolf of Wall Street ,2013,100000000,116866727,240,15,780588,8.2,English,USA,46057,0,0,0,0,0,0,1,1,1,1
Batman Forever ,1995,100000000,184031112,121,12A,190786,5.4,English,USA,2880,1,1,1,0,0,0,0,0,0,0
Starship Troopers ,1997,105000000,54700065,129,15,221521,7.2,English,USA,2031,1,0,0,1,0,0,0,1,0,0
Cloud Atlas ,2012,102000000,27098580,172,15,284825,7.5,English,Germany,22686,0,0,0,1,0,0,0,0,1,0
Legend of the Guardians: The Owls of Ga'Hoole ,2010,80000000,55673333,101,PG,65785,7,English,USA,4286,1,1,1,0,0,0,0,1,0,0
Catwoman ,2004,100000000,40198710,87,12A,87451,3.3,English,USA,3144,1,0,1,0,1,1,0,0,0,1
Hercules ,2014,100000000,72660029,101,12A,115687,6,English,USA,16235,1,1,0,0,0,0,0,0,0,0
Treasure Planet ,2002,140000000,38120554,95,PG,71527,7.1,English,USA,26940,0,1,0,1,0,0,0,1,0,0
Land of the Lost ,2009,100000000,49392095,102,12A,52029,5.4,English,USA,10552,0,1,0,1,0,0,1,0,0,0
The Expendables 3 ,2014,90000000,39292022,131,12A,127258,6.1,English,USA,52610,1,1,0,0,1,0,0,0,0,0
Point Break ,2015,105000000,28772222,114,12A,33953,5.3,English,USA,3962,1,0,0,0,1,0,0,1,0,1
Son of the Mask ,2005,84000000,17010646,94,PG,40751,2.2,English,USA,1195,0,0,1,0,0,0,1,1,0,0
In the Heart of the Sea ,2015,100000000,24985612,122,12A,71782,7,English,USA,28328,1,1,0,0,1,0,0,1,1,0
The Adventures of Pluto Nash ,2002,100000000,4411102,95,12A,20295,3.8,English,USA,6161,1,0,0,1,0,0,1,0,0,0
Green Zone ,2010,100000000,35024475,115,15,110364,6.9,English,France,13761,1,0,0,0,1,0,0,1,1,0
The Peanuts Movie ,2015,99000000,130174897,88,U,27918,7.2,English,USA,309,0,1,0,0,0,0,1,1,0,0
The Spanish Prisoner ,1997,10000000,10200000,110,PG,18697,7.3,English,USA,1722,0,0,0,0,1,0,0,1,1,0
The Mummy Returns ,2001,98000000,202007640,130,12A,248045,6.3,English,USA,15972,1,1,1,0,1,0,0,0,0,0
Gangs of New York ,2002,100000000,77679638,216,15,314033,7.5,English,USA,47657,0,0,0,0,0,0,0,0,1,1
The Flowers of War ,2011,94000000,9213,146,15,38690,7.6,Mandarin,China,23240,0,0,0,0,0,1,0,1,1,0
Surf's Up ,2007,100000000,58867694,85,PG,54077,6.8,English,USA,25590,0,0,0,0,0,0,1,1,0,0
The Stepford Wives ,2004,90000000,59475623,93,12A,49739,5.2,English,USA,13748,0,0,0,1,1,0,1,0,0,0
Black Hawk Down ,2001,92000000,108638745,152,15,292022,7.7,English,USA,4270,0,0,0,0,0,0,0,1,1,0
The Campaign ,2012,95000000,86897182,85,15,106790,6.2,English,USA,9271,0,0,0,0,0,0,1,0,0,0
The Fifth Element ,1997,93000000,63540020,126,12A,343274,7.7,English,France,39319,1,1,0,1,0,0,0,0,0,0
Sex and the City 2 ,2010,100000000,95328937,146,15,59581,4.3,English,USA,4555,0,0,0,0,0,1,1,0,1,0
The Road to El Dorado ,2000,95000000,50802661,89,PG,58300,6.9,English,USA,3372,0,1,0,0,0,1,1,1,0,0
Ice Age: Continental Drift ,2012,95000000,161317423,88,PG,145321,6.6,English,USA,25354,0,1,0,0,0,0,1,1,0,0
Cinderella ,2015,95000000,201148159,105,PG,103737,7,English,USA,4671,0,0,1,0,0,1,0,1,1,0
The Lovely Bones ,2009,65000000,43982842,135,12A,125109,6.7,English,USA,2370,0,0,1,0,1,0,0,0,1,0
Finding Nemo ,2003,94000000,380838870,100,U,692482,8.2,English,USA,5641,0,1,0,0,0,0,1,1,0,0
The Lord of the Rings: The Return of the King ,2003,94000000,377019252,192,12A,1215718,8.9,English,USA,6434,1,1,1,0,0,0,0,0,1,0
The Lord of the Rings: The Two Towers ,2002,94000000,340478898,172,12A,1100446,8.7,English,USA,23052,1,1,1,0,0,0,0,0,1,0
Seventh Son ,2014,95000000,17176900,102,12A,54501,5.5,English,USA,17098,1,1,1,0,0,0,0,0,0,0
Lara Croft: Tomb Raider ,2001,115000000,131144183,100,12A,157016,5.7,English,USA,12150,1,1,1,0,1,0,0,0,0,0
Transcendence ,2014,100000000,23014504,119,12A,172707,6.3,English,UK,54031,0,0,0,1,1,1,0,1,1,0
Jurassic Park III ,2001,93000000,181166115,92,12A,219501,5.9,English,USA,2574,1,1,0,1,1,0,0,0,0,0
Rise of the Planet of the Apes ,2011,93000000,176740650,105,12A,403836,7.6,English,USA,13118,1,0,0,1,1,0,0,0,1,0
The Spiderwick Chronicles ,2008,90000000,71148699,107,PG,68935,6.6,English,USA,1614,0,1,1,0,0,0,0,1,0,0
A Good Day to Die Hard ,2013,92000000,67344392,101,15,165618,5.3,English,USA,15481,1,0,0,0,1,0,0,0,0,0
The Alamo ,2004,107000000,22406362,137,12A,16832,6,English,USA,5780,0,0,0,0,0,0,0,1,1,0
The Incredibles ,2004,92000000,261437578,115,PG,479166,8,English,USA,1901,1,1,0,0,0,0,0,1,0,0
Cutthroat Island ,1995,98000000,11000000,124,12A,21102,5.6,English,USA,3611,1,1,0,0,0,0,1,0,0,0
Percy Jackson & the Olympians: The Lightning Thief ,2010,95000000,88761720,118,PG,141179,5.9,English,UK,14024,0,1,1,0,0,0,0,1,0,0
Men in Black ,1997,90000000,250147615,98,12A,403014,7.3,English,USA,12998,0,1,0,1,0,0,1,1,0,0
Toy Story 2 ,1999,90000000,245823397,82,U,385871,7.9,English,USA,21275,0,1,1,0,0,0,1,1,0,0
Unstoppable ,2010,100000000,81557479,98,12A,149947,6.8,English,USA,25780,1,0,0,0,1,0,0,0,0,0
Rush Hour 2 ,2001,90000000,226138454,90,12A,160440,6.6,English,USA,664,1,0,0,0,1,0,1,0,0,1
What Lies Beneath ,2000,100000000,155370362,130,12A,98403,6.6,English,USA,12890,0,0,1,0,1,0,0,1,1,0
Cloudy with a Chance of Meatballs ,2009,100000000,124870275,90,PG,152601,7,English,USA,1227,0,0,0,1,0,0,1,1,0,0
Ice Age: Dawn of the Dinosaurs ,2009,90000000,196573705,94,PG,166791,7,English,USA,1258,1,1,0,0,0,0,1,1,0,0
The Secret Life of Walter Mitty ,2013,90000000,58229120,114,PG,236421,7.3,English,USA,5095,0,1,1,0,0,1,1,0,1,0
Charlie's Angels ,2000,92000000,125305545,94,12A,145350,5.5,English,USA,15419,1,1,0,0,1,0,1,0,0,1
The Departed ,2006,90000000,132373442,151,15,873649,8.5,English,USA,45648,0,0,0,0,1,0,0,0,1,1
Mulan ,1998,90000000,120618403,88,U,171792,7.5,English,USA,4478,0,1,1,0,0,0,0,1,0,0
Tropic Thunder ,2008,92000000,110416702,121,15,307539,7,English,USA,23484,1,0,0,0,0,0,1,0,0,0
The Girl with the Dragon Tattoo ,2011,90000000,102515793,158,15,330152,7.8,English,USA,20388,0,0,0,0,1,0,0,1,1,1
Die Hard with a Vengeance ,1995,90000000,100012500,128,15,299258,7.6,English,USA,14274,1,1,0,0,1,0,0,0,0,0
Sherlock Holmes ,2009,90000000,209019489,128,12A,477300,7.6,English,USA,23996,1,1,0,0,1,0,0,1,0,1
Atlantis: The Lost Empire ,2001,120000000,84037039,95,PG,72591,6.8,English,USA,15237,1,1,1,1,0,0,0,1,0,0
Alvin and the Chipmunks: The Road Chip ,2015,90000000,85884815,92,PG,9418,5,English,USA,38450,0,1,1,0,0,0,1,1,0,0
Valkyrie ,2008,75000000,83077470,121,12A,183247,7.1,English,USA,14165,0,0,0,0,1,0,0,1,1,0
You Don't Mess with the Zohan ,2008,90000000,100018837,113,12A,156348,5.5,English,USA,13446,1,0,0,0,0,0,1,0,0,0
Pixels ,2015,88000000,78747585,106,12A,89770,5.6,English,USA,35367,1,0,0,1,0,0,1,1,0,0
A.I. Artificial Intelligence ,2001,100000000,78616689,146,12A,238747,7.1,English,USA,6217,0,1,0,1,0,0,0,0,1,0
The Haunted Mansion ,2003,90000000,75817994,88,PG,32049,4.9,English,USA,2622,0,0,1,0,0,0,1,1,0,0
Contact ,1997,90000000,100853835,150,PG,200556,7.4,English,USA,12289,0,0,0,1,1,0,0,1,1,0
Hollow Man ,2000,95000000,73209340,119,15,101834,5.7,English,USA,2356,1,0,0,1,1,0,0,1,0,0
The Interpreter ,2005,80000000,72515360,128,12A,86152,6.4,Aboriginal,UK,2100,0,0,0,0,1,0,0,1,0,1
Percy Jackson: Sea of Monsters ,2013,90000000,68558662,106,PG,86627,5.9,English,USA,10882,0,1,1,0,0,0,0,1,0,0
Lara Croft Tomb Raider: The Cradle of Life ,2003,95000000,65653758,117,12A,102747,5.5,English,USA,33154,1,1,1,0,0,0,0,0,0,0
Now You See Me 2 ,2016,90000000,64685359,129,12A,40862,6.9,English,USA,23031,1,1,0,0,1,0,1,1,0,1
The Saint ,1997,68000000,61355436,116,12A,52136,6.2,English,USA,475,1,1,0,1,1,1,0,0,0,0
Spy Game ,2001,92000000,26871,114,15,121259,7,English,Germany,12499,1,0,0,0,1,0,0,0,0,1
Mission to Mars ,2000,90000000,60874615,114,PG,60467,5.6,English,USA,4902,0,1,0,1,1,0,0,0,0,0
Rio ,2011,90000000,143618384,96,U,165333,7,English,USA,12071,0,1,0,0,0,0,1,1,0,0
Bicentennial Man ,1999,100000000,58220776,132,PG,87785,6.8,English,USA,55254,0,0,0,1,0,0,1,0,1,0
Volcano ,1997,90000000,47474112,104,12A,58227,5.4,English,USA,5062,1,0,0,1,1,0,0,0,1,0
The Devil's Own ,1997,86000000,42877165,111,15,45602,6.1,English,USA,26088,1,0,0,0,1,0,0,0,1,1
K-19: The Widowmaker ,2002,100000000,35168677,138,12A,49311,6.7,English,UK,15149,0,0,0,0,1,0,0,1,1,0
Fantastic Four ,2015,120000000,56114221,100,12A,110486,4.3,English,USA,1261,1,1,0,1,0,0,0,0,0,0
Conan the Barbarian ,1982,20000000,37567440,129,15,113065,6.9,English,USA,2024,0,1,1,0,0,0,0,0,0,0
Cinderella Man ,2005,88000000,61644321,144,12A,148238,8,English,USA,2523,0,0,0,0,0,0,0,1,1,0
The Nutcracker in 3D ,2010,90000000,190562,110,PG,2508,4.4,English,UK,2728,1,0,1,0,0,0,0,1,0,0
Seabiscuit ,2003,87000000,120147445,140,12A,57661,7.3,English,USA,13808,0,0,0,0,0,0,0,1,1,0
Twister ,1996,92000000,241688385,113,12A,144053,6.3,English,USA,26239,1,1,0,0,1,0,0,0,1,0
The Fast and the Furious ,2001,38000000,144512310,106,12A,272223,6.7,English,USA,45327,1,0,0,0,1,0,0,0,0,1
Cast Away ,2000,90000000,233630478,143,12A,394317,7.7,English,USA,15838,0,1,0,0,0,1,0,0,1,0
Happy Feet ,2006,100000000,197992827,108,PG,132501,6.5,English,USA,70996,0,0,0,0,0,1,1,1,0,0
The Bourne Supremacy ,2004,75000000,176049130,108,12A,348232,7.8,English,USA,14161,1,0,0,0,1,0,0,1,0,0
Air Force One ,1997,85000000,172620724,124,15,146134,6.4,English,USA,23603,1,1,0,0,1,0,0,0,1,0
Ocean's Eleven ,2001,85000000,183405771,116,12A,402645,7.8,English,USA,13028,0,0,0,0,1,0,0,0,0,1
The Three Musketeers ,2011,75000000,20315324,110,12A,88542,5.8,English,Germany,27694,1,1,0,0,0,1,0,0,0,0
Hotel Transylvania ,2012,85000000,148313048,91,PG,164148,7.1,English,USA,37142,0,0,1,0,0,0,1,1,0,0
Enchanted ,2007,85000000,127706877,107,PG,142496,7.1,English,USA,662,0,0,1,0,0,1,1,1,0,0
Safe House ,2012,85000000,126149655,115,15,166693,6.8,English,USA,36237,1,0,0,0,1,0,0,1,0,1
102 Dalmatians ,2000,85000000,66941559,100,U,26413,4.8,English,USA,4182,0,1,0,0,0,0,1,1,0,0
Tower Heist ,2011,75000000,78009155,104,12A,110073,6.2,English,USA,3768,1,0,0,0,0,0,1,0,0,1
The Holiday ,2006,85000000,63224849,138,12A,182757,6.9,English,USA,17423,0,0,0,0,0,1,1,0,0,0
Enemy of the State ,1998,90000000,111544445,140,15,188116,7.3,English,USA,11951,1,0,0,0,1,0,0,1,1,1
It's Complicated ,2009,85000000,112703470,120,15,69860,6.6,English,USA,15226,0,0,0,0,0,1,1,0,1,0
Ocean's Thirteen ,2007,85000000,117144465,122,12A,256928,6.9,English,USA,43499,0,0,0,0,1,0,0,0,0,1
Open Season ,2006,85000000,84303558,83,PG,65270,6.2,English,USA,6081,0,1,0,0,0,0,1,1,0,0
Divergent ,2014,85000000,150832203,139,12A,341058,6.7,English,USA,22226,0,1,0,1,0,0,0,1,0,0
Enemy at the Gates ,2001,68000000,51396781,131,15,188887,7.6,English,USA,5103,0,0,0,0,0,0,0,1,1,0
The Rundown ,2003,85000000,47592825,104,12A,82731,6.7,English,USA,16930,1,1,0,0,1,0,1,0,0,0
Last Action Hero ,1993,70000000,50016394,130,12A,106528,6.2,English,USA,2407,1,1,1,0,0,0,1,0,0,0
Memoirs of a Geisha ,2005,85000000,57010853,145,12A,119286,7.3,English,USA,2380,0,0,0,0,0,1,0,0,1,0
The Fast and the Furious: Tokyo Drift ,2006,85000000,62494975,104,12A,179500,6,English,USA,1235,1,0,0,0,1,0,0,0,0,1
Arthur Christmas ,2011,100000000,46440491,97,PG,35446,7.1,English,UK,2707,0,1,1,0,0,0,1,1,0,0
Meet Joe Black ,1998,90000000,44606335,178,12A,169023,7.1,English,USA,23950,0,0,1,0,0,1,0,0,1,0
Collateral Damage ,2002,85000000,40048332,108,15,61417,5.5,English,USA,1460,1,0,0,0,1,0,0,0,1,0
Mirror Mirror ,2012,85000000,64933670,106,PG,70838,5.6,English,USA,11454,0,1,1,0,0,0,1,1,1,0
Scott Pilgrim vs. the World ,2010,60000000,31494270,112,12A,273921,7.5,English,USA,12687,1,0,1,0,0,1,1,0,0,0
The Core ,2003,60000000,31111260,135,12A,77029,5.4,English,USA,1439,1,1,0,1,1,0,0,0,0,0
Nutty Professor II: The Klumps ,2000,65000000,123307945,109,12A,39391,4.3,English,USA,2818,0,0,0,1,0,1,1,0,0,0
Scooby-Doo ,2002,84000000,153288182,86,PG,71424,4.9,English,USA,6355,0,1,0,0,0,0,1,1,0,0
Dredd ,2012,35000000,13401683,95,15,203458,7.1,English,UK,578,1,0,0,1,0,0,0,0,0,0
Click ,2006,70000000,137340146,107,12A,246492,6.4,English,USA,12700,0,0,1,0,0,1,1,0,1,0
Cats & Dogs: The Revenge of Kitty Galore ,2010,85000000,43575716,82,PG,10233,4.3,English,USA,3326,1,0,1,0,0,0,1,1,0,0
Jumper ,2008,85000000,80170146,88,12A,243053,6.1,English,USA,21863,1,1,0,1,1,0,0,0,0,0
Hellboy II: The Golden Army ,2008,85000000,75754670,120,12A,208422,7,English,USA,3632,1,1,1,1,0,0,0,1,0,0
Zodiac ,2007,65000000,33048353,162,15,301279,7.7,English,USA,36928,0,0,0,0,1,0,0,1,1,1
The 6th Day ,2000,82000000,34543701,123,12A,100001,5.9,English,USA,5839,1,0,0,1,1,0,0,1,0,0
Bruce Almighty ,2003,81000000,242589580,101,12A,296904,6.7,English,USA,21276,0,0,0,0,0,0,1,0,1,0
The Expendables ,2010,80000000,102981571,113,15,270226,6.5,English,USA,46355,1,1,0,0,1,0,0,0,0,0
Mission: Impossible ,1996,80000000,180965237,110,12A,300542,7.1,English,USA,12760,1,1,0,0,1,0,0,0,0,0
The Hunger Games ,2012,78000000,407999255,142,12A,701607,7.3,English,USA,49942,0,1,0,1,1,0,0,0,1,0
The Hangover Part II ,2011,80000000,254455986,102,15,375879,6.5,English,USA,16143,0,0,0,0,0,0,1,0,0,0
Batman Returns ,1992,80000000,162831698,126,12A,215255,7,English,USA,2899,1,0,0,0,0,0,0,0,0,0
Over the Hedge ,2006,80000000,155019340,83,PG,127345,6.8,English,USA,22813,0,1,0,0,0,0,1,1,0,0
Lilo & Stitch ,2002,80000000,145771527,85,PG,117212,7.2,English,USA,3112,0,1,1,1,0,0,1,1,1,0
Deep Impact ,1998,75000000,140459099,120,12A,135601,6.1,English,USA,22750,1,0,0,1,1,1,0,0,1,0
RED 2 ,2013,84000000,53215979,116,12A,125036,6.7,English,USA,25220,1,0,0,0,1,0,1,0,0,1
The Longest Yard ,2005,82000000,158115031,113,12A,130070,6.4,English,USA,13693,0,0,0,0,0,0,1,1,0,1
Alvin and the Chipmunks: Chipwrecked ,2011,75000000,133103929,87,U,22838,4.4,English,USA,4073,0,1,1,0,0,0,1,1,0,0
Grown Ups 2 ,2013,80000000,133668525,101,12A,107817,5.4,English,USA,39269,0,0,0,0,0,0,1,0,0,0
Get Smart ,2008,80000000,130313314,110,12A,168172,6.5,English,USA,44798,1,1,0,0,0,0,1,0,0,0
Something's Gotta Give ,2003,80000000,124590960,128,12A,91092,6.7,English,USA,22679,0,0,0,0,0,1,1,0,1,0
Shutter Island ,2010,80000000,127968405,138,15,786092,8.1,English,USA,29585,0,0,0,0,1,0,0,1,0,0
Four Christmases ,2008,80000000,120136047,88,12A,48500,5.6,English,Germany,9913,0,0,0,0,0,1,1,0,1,0
Robots ,2005,75000000,128200012,91,PG,103022,6.3,English,USA,1804,0,1,0,1,0,0,1,1,0,0
Face/Off ,1997,80000000,112225777,138,15,283967,7.3,English,USA,17087,1,0,0,1,1,0,0,0,0,1
Bedtime Stories ,2008,80000000,109993847,99,PG,72326,6.1,English,USA,12831,0,0,1,0,0,1,1,1,0,0
Road to Perdition ,2002,80000000,104054514,117,15,200359,7.7,English,USA,16828,0,0,0,0,1,0,0,0,1,1
Just Go with It ,2011,80000000,103028109,117,12A,172878,6.4,English,USA,16325,0,0,0,0,0,1,1,0,0,0
Con Air ,1997,75000000,101087161,123,15,225282,6.8,English,USA,15362,1,0,0,0,1,0,0,0,0,1
Eagle Eye ,2008,80000000,101111837,118,12A,150764,6.6,English,USA,5637,1,0,0,0,1,0,0,1,0,0
Cold Mountain ,2003,79000000,95632614,154,15,118483,7.2,English,USA,61110,0,1,0,0,0,1,0,1,1,0
